;pop_size;gen;px;pm;tour;;;;;;;;;pop_size;gen;;;;;;;;Best;Worst;Average
2;750;750;0.7;0.1;150;;;817,96466;;;;;;;;;;;;;;;;;
3;750;750;0.7;0.1;150;;;818,20807;;;;;;;;;;;;;;;;;
4;750;750;0.7;0.1;150;;;904,02747;;;;;;;;;;;;;;;;;
5;750;750;0.7;0.1;150;;;816,71075;;;;;;;;;;;;;;;;;
6;750;750;0.7;0.1;150;;;816,81244;;;;;;;;;;;;;;;;;
7;750;750;0.7;0.1;150;;;830,84;;;;;;;;;;;;;;;;;
8;750;750;0.7;0.1;150;;;887,3655;;Best;Worst;Average;;;;;;;;;;;;;
9;750;750;0.7;0.1;150;;;842,14185;;812,7828;904,02747;843,951504;;;;;;;;;;;;;
0;750;800;0.7;0.1;150;;;888,1497;;;;;;;;;;;;;;;;;
1;750;800;0.7;0.1;150;;;867,33105;;;;;;;;;;;;;;;;;
2;750;800;0.7;0.1;150;;;934,84546;;;;;;;;;;;;;;;;;
3;750;800;0.7;0.1;150;;;875,3698;;;;;;;;;;;;;;;;;
4;750;800;0.7;0.1;150;;;868,88806;;;;;;;;;;;;;;;;;
5;750;800;0.7;0.1;150;;;824,1472;;;;;;;;;;;;;;;;;
6;750;800;0.7;0.1;150;;;891,4019;;;;;;;;;;;;;;;;;
7;750;800;0.7;0.1;150;;;841,9193;;;;;;;;;;;;;;;;;
8;750;800;0.7;0.1;150;;;829,7513;;Best;Worst;Average;;;;;;;;;;;;;
9;750;800;0.7;0.1;150;;;817,70996;;817,70996;934,84546;863,951373;;;;;;;;;;;;;
0;750;850;0.7;0.1;150;;;849,7503;;;;;;;;;;;;;;;;;
1;750;850;0.7;0.1;150;;;838,4717;;;;;;;;;;;;;;;;;
2;750;850;0.7;0.1;150;;;864,3713;;;;;;;;;;;;;;;;;
3;750;850;0.7;0.1;150;;;882,9749;;;;;;;;;;;;;;;;;
4;750;850;0.7;0.1;150;;;930,6639;;;;;;;;;;;;;;;;;
5;750;850;0.7;0.1;150;;;863,71356;;;;;;;;;;;;;;;;;
6;750;850;0.7;0.1;150;;;882,0866;;;;;;;;;;;;;;;;;
7;750;850;0.7;0.1;150;;;854,17865;;;;;;;;;;;;;;;;;
8;750;850;0.7;0.1;150;;;857,3941;;Best;Worst;Average;;;;;;;;;;;;;
9;750;850;0.7;0.1;150;;;995,72955;;838,4717;995,72955;881,933456;;;;;;;;;;;;;
0;750;900;0.7;0.1;150;;;859,9627;;;;;;;;;;;;;;;;;
1;750;900;0.7;0.1;150;;;949,51227;;;;;;;;;;;;;;;;;
2;750;900;0.7;0.1;150;;;866,92926;;;;;;;;;;;;;;;;;
3;750;900;0.7;0.1;150;;;918,5621;;;;;;;;;;;;;;;;;
4;750;900;0.7;0.1;150;;;843,04193;;;;;;;;;;;;;;;;;
5;750;900;0.7;0.1;150;;;852,3163;;;;;;;;;;;;;;;;;
6;750;900;0.7;0.1;150;;;843,4337;;;;;;;;;;;;;;;;;
7;750;900;0.7;0.1;150;;;851,271;;;;;;;;;;;;;;;;;
8;750;900;0.7;0.1;150;;;833,1492;;Best;Worst;Average;;;;;;;;;;;;;
9;750;900;0.7;0.1;150;;;879,7124;;833,1492;949,51227;869,789086;;;;;;;;;;;;;
0;750;950;0.7;0.1;150;;;903,62024;;;;;;;;;;;;;;;;;
1;750;950;0.7;0.1;150;;;843,122;;;;;;;;;;;;;;;;;
2;750;950;0.7;0.1;150;;;867,8318;;;;;;;;;;;;;;;;;
3;750;950;0.7;0.1;150;;;868,1306;;;;;;;;;;;;;;;;;
4;750;950;0.7;0.1;150;;;832,478;;;;;;;;;;;;;;;;;
5;750;950;0.7;0.1;150;;;879,2187;;;;;;;;;;;;;;;;;
6;750;950;0.7;0.1;150;;;873,64233;;;;;;;;;;;;;;;;;
7;750;950;0.7;0.1;150;;;838,0065;;;;;;;;;;;;;;;;;
8;750;950;0.7;0.1;150;;;867,45917;;Best;Worst;Average;;;;;;;;;;;;;
9;750;950;0.7;0.1;150;;;803,39355;;803,39355;903,62024;857,690289;;;;;;;;;;;;;
0;750;1000;0.7;0.1;150;;;911,26807;;;;;;;;;;;;;;;;;
1;750;1000;0.7;0.1;150;;;819,57916;;;;;;;;;;;;;;;;;
2;750;1000;0.7;0.1;150;;;836,1776;;;;;;;;;;;;;;;;;
3;750;1000;0.7;0.1;150;;;926,0143;;;;;;;;;;;;;;;;;
4;750;1000;0.7;0.1;150;;;812,9033;;;;;;;;;;;;;;;;;
5;750;1000;0.7;0.1;150;;;835,90875;;;;;;;;;;;;;;;;;
6;750;1000;0.7;0.1;150;;;816,2453;;;;;;;;;;;;;;;;;
7;750;1000;0.7;0.1;150;;;867,1151;;;;;;;;;;;;;;;;;
8;750;1000;0.7;0.1;150;;;840,4264;;Best;Worst;Average;;;;;;;;;;;;;
9;750;1000;0.7;0.1;150;;;911,16943;;812,9033;926,0143;857,680741;;;;;;;;;;;;;
0;800;100;0.7;0.1;160;;;822,52014;;;;;;;;;;;;;;;;;
1;800;100;0.7;0.1;160;;;952,9566;;;;;;;;;;;;;;;;;
2;800;100;0.7;0.1;160;;;837,75037;;;;;;;;;;;;;;;;;
3;800;100;0.7;0.1;160;;;822,7393;;;;;;;;;;;;;;;;;
4;800;100;0.7;0.1;160;;;870,2609;;;;;;;;;;;;;;;;;
5;800;100;0.7;0.1;160;;;860,88275;;;;;;;;;;;;;;;;;
6;800;100;0.7;0.1;160;;;906,145;;;;;;;;;;;;;;;;;
7;800;100;0.7;0.1;160;;;868,03955;;;;;;;;;;;;;;;;;
8;800;100;0.7;0.1;160;;;906,0643;;Best;Worst;Average;;;;;;;;;;;;;
9;800;100;0.7;0.1;160;;;898,992;;822,52014;952,9566;874,635091;;;;;;;;;;;;;
0;800;150;0.7;0.1;160;;;825,2554;;;;;;;;;;;;;;;;;
1;800;150;0.7;0.1;160;;;905,1057;;;;;;;;;;;;;;;;;
2;800;150;0.7;0.1;160;;;917,729;;;;;;;;;;;;;;;;;
3;800;150;0.7;0.1;160;;;882,8144;;;;;;;;;;;;;;;;;
4;800;150;0.7;0.1;160;;;882,13916;;;;;;;;;;;;;;;;;
5;800;150;0.7;0.1;160;;;815,552;;;;;;;;;;;;;;;;;
6;800;150;0.7;0.1;160;;;838,897;;;;;;;;;;;;;;;;;
7;800;150;0.7;0.1;160;;;830,47235;;;;;;;;;;;;;;;;;
8;800;150;0.7;0.1;160;;;844,2763;;Best;Worst;Average;;;;;;;;;;;;;
9;800;150;0.7;0.1;160;;;854,08167;;815,552;917,729;859,632298;;;;;;;;;;;;;
0;800;200;0.7;0.1;160;;;868,0541;;;;;;;;;;;;;;;;;
1;800;200;0.7;0.1;160;;;870,4382;;;;;;;;;;;;;;;;;
2;800;200;0.7;0.1;160;;;906,66974;;;;;;;;;;;;;;;;;
3;800;200;0.7;0.1;160;;;901,1537;;;;;;;;;;;;;;;;;
4;800;200;0.7;0.1;160;;;853,90594;;;;;;;;;;;;;;;;;
5;800;200;0.7;0.1;160;;;957,7838;;;;;;;;;;;;;;;;;
6;800;200;0.7;0.1;160;;;921,7464;;;;;;;;;;;;;;;;;
7;800;200;0.7;0.1;160;;;914,5676;;;;;;;;;;;;;;;;;
8;800;200;0.7;0.1;160;;;916,02484;;Best;Worst;Average;;;;;;;;;;;;;
9;800;200;0.7;0.1;160;;;1029,1593;;853,90594;1029,1593;913,950362;;;;;;;;;;;;;
0;800;250;0.7;0.1;160;;;842,36084;;;;;;;;;;;;;;;;;
1;800;250;0.7;0.1;160;;;803,5141;;;;;;;;;;;;;;;;;
2;800;250;0.7;0.1;160;;;844,43036;;;;;;;;;;;;;;;;;
3;800;250;0.7;0.1;160;;;852,7764;;;;;;;;;;;;;;;;;
4;800;250;0.7;0.1;160;;;885,17487;;;;;;;;;;;;;;;;;
5;800;250;0.7;0.1;160;;;836,0608;;;;;;;;;;;;;;;;;
6;800;250;0.7;0.1;160;;;865,6794;;;;;;;;;;;;;;;;;
7;800;250;0.7;0.1;160;;;856,086;;;;;;;;;;;;;;;;;
8;800;250;0.7;0.1;160;;;855,8823;;Best;Worst;Average;;;;;;;;;;;;;
9;800;250;0.7;0.1;160;;;877,1078;;803,5141;885,17487;851,907287;;;;;;;;;;;;;
0;800;300;0.7;0.1;160;;;918,66003;;;;;;;;;;;;;;;;;
1;800;300;0.7;0.1;160;;;821,973;;;;;;;;;;;;;;;;;
2;800;300;0.7;0.1;160;;;804,06476;;;;;;;;;;;;;;;;;
3;800;300;0.7;0.1;160;;;889,56146;;;;;;;;;;;;;;;;;
4;800;300;0.7;0.1;160;;;860,03564;;;;;;;;;;;;;;;;;
5;800;300;0.7;0.1;160;;;955,3245;;;;;;;;;;;;;;;;;
6;800;300;0.7;0.1;160;;;831,4116;;;;;;;;;;;;;;;;;
7;800;300;0.7;0.1;160;;;895,33813;;;;;;;;;;;;;;;;;
8;800;300;0.7;0.1;160;;;909,58856;;Best;Worst;Average;;;;;;;;;;;;;
9;800;300;0.7;0.1;160;;;843,65967;;804,06476;955,3245;872,961735;;;;;;;;;;;;;
0;800;350;0.7;0.1;160;;;963,3903;;;;;;;;;;;;;;;;;
1;800;350;0.7;0.1;160;;;872,7259;;;;;;;;;;;;;;;;;
2;800;350;0.7;0.1;160;;;874,9505;;;;;;;;;;;;;;;;;
3;800;350;0.7;0.1;160;;;920,4352;;;;;;;;;;;;;;;;;
4;800;350;0.7;0.1;160;;;824,4071;;;;;;;;;;;;;;;;;
5;800;350;0.7;0.1;160;;;824,55817;;;;;;;;;;;;;;;;;
6;800;350;0.7;0.1;160;;;869,6241;;;;;;;;;;;;;;;;;
7;800;350;0.7;0.1;160;;;801,8739;;;;;;;;;;;;;;;;;
8;800;350;0.7;0.1;160;;;885,5199;;Best;Worst;Average;;;;;;;;;;;;;
9;800;350;0.7;0.1;160;;;857,68524;;801,8739;963,3903;869,517031;;;;;;;;;;;;;
0;800;400;0.7;0.1;160;;;884,33795;;;;;;;;;;;;;;;;;
1;800;400;0.7;0.1;160;;;887,64276;;;;;;;;;;;;;;;;;
2;800;400;0.7;0.1;160;;;864,65265;;;;;;;;;;;;;;;;;
3;800;400;0.7;0.1;160;;;861,8476;;;;;;;;;;;;;;;;;
4;800;400;0.7;0.1;160;;;861,782;;;;;;;;;;;;;;;;;
5;800;400;0.7;0.1;160;;;873,55634;;;;;;;;;;;;;;;;;
6;800;400;0.7;0.1;160;;;816,71075;;;;;;;;;;;;;;;;;
7;800;400;0.7;0.1;160;;;838,8612;;;;;;;;;;;;;;;;;
8;800;400;0.7;0.1;160;;;883,19586;;Best;Worst;Average;;;;;;;;;;;;;
9;800;400;0.7;0.1;160;;;866,7529;;816,71075;887,64276;863,934001;;;;;;;;;;;;;
0;800;450;0.7;0.1;160;;;854,6067;;;;;;;;;;;;;;;;;
1;800;450;0.7;0.1;160;;;863,39294;;;;;;;;;;;;;;;;;
2;800;450;0.7;0.1;160;;;891,094;;;;;;;;;;;;;;;;;
3;800;450;0.7;0.1;160;;;799,64215;;;;;;;;;;;;;;;;;
4;800;450;0.7;0.1;160;;;849,7906;;;;;;;;;;;;;;;;;
5;800;450;0.7;0.1;160;;;838,82526;;;;;;;;;;;;;;;;;
6;800;450;0.7;0.1;160;;;850,8635;;;;;;;;;;;;;;;;;
7;800;450;0.7;0.1;160;;;855,47565;;;;;;;;;;;;;;;;;
8;800;450;0.7;0.1;160;;;843,16;;Best;Worst;Average;;;;;;;;;;;;;
9;800;450;0.7;0.1;160;;;811,1895;;799,64215;891,094;845,80403;;;;;;;;;;;;;
0;800;500;0.7;0.1;160;;;811,069;;;;;;;;;;;;;;;;;
1;800;500;0.7;0.1;160;;;913,7665;;;;;;;;;;;;;;;;;
2;800;500;0.7;0.1;160;;;853,05707;;;;;;;;;;;;;;;;;
3;800;500;0.7;0.1;160;;;837,5518;;;;;;;;;;;;;;;;;
4;800;500;0.7;0.1;160;;;839,1071;;;;;;;;;;;;;;;;;
5;800;500;0.7;0.1;160;;;834,32513;;;;;;;;;;;;;;;;;
6;800;500;0.7;0.1;160;;;843,4012;;;;;;;;;;;;;;;;;
7;800;500;0.7;0.1;160;;;866,93787;;;;;;;;;;;;;;;;;
8;800;500;0.7;0.1;160;;;860,53845;;Best;Worst;Average;;;;;;;;;;;;;
9;800;500;0.7;0.1;160;;;819,951;;811,069;913,7665;847,970512;;;;;;;;;;;;;
0;800;550;0.7;0.1;160;;;828,6282;;;;;;;;;;;;;;;;;
1;800;550;0.7;0.1;160;;;951,0262;;;;;;;;;;;;;;;;;
2;800;550;0.7;0.1;160;;;883,87994;;;;;;;;;;;;;;;;;
3;800;550;0.7;0.1;160;;;841,89136;;;;;;;;;;;;;;;;;
4;800;550;0.7;0.1;160;;;908,0588;;;;;;;;;;;;;;;;;
5;800;550;0.7;0.1;160;;;882,5784;;;;;;;;;;;;;;;;;
6;800;550;0.7;0.1;160;;;829,9371;;;;;;;;;;;;;;;;;
7;800;550;0.7;0.1;160;;;922,49493;;;;;;;;;;;;;;;;;
8;800;550;0.7;0.1;160;;;855,38763;;Best;Worst;Average;;;;;;;;;;;;;
9;800;550;0.7;0.1;160;;;854,3017;;828,6282;951,0262;875,818426;;;;;;;;;;;;;
0;800;600;0.7;0.1;160;;;819,241;;;;;;;;;;;;;;;;;
1;800;600;0.7;0.1;160;;;849,369;;;;;;;;;;;;;;;;;
2;800;600;0.7;0.1;160;;;896,6744;;;;;;;;;;;;;;;;;
3;800;600;0.7;0.1;160;;;898,3508;;;;;;;;;;;;;;;;;
4;800;600;0.7;0.1;160;;;862,2277;;;;;;;;;;;;;;;;;
5;800;600;0.7;0.1;160;;;816,5282;;;;;;;;;;;;;;;;;
6;800;600;0.7;0.1;160;;;908,46155;;;;;;;;;;;;;;;;;
7;800;600;0.7;0.1;160;;;915,1625;;;;;;;;;;;;;;;;;
8;800;600;0.7;0.1;160;;;803,311;;Best;Worst;Average;;;;;;;;;;;;;
9;800;600;0.7;0.1;160;;;843,04193;;803,311;915,1625;861,236808;;;;;;;;;;;;;
0;800;650;0.7;0.1;160;;;834,30255;;;;;;;;;;;;;;;;;
1;800;650;0.7;0.1;160;;;837,67255;;;;;;;;;;;;;;;;;
2;800;650;0.7;0.1;160;;;825,5229;;;;;;;;;;;;;;;;;
3;800;650;0.7;0.1;160;;;844,7454;;;;;;;;;;;;;;;;;
4;800;650;0.7;0.1;160;;;896,9522;;;;;;;;;;;;;;;;;
5;800;650;0.7;0.1;160;;;829,4113;;;;;;;;;;;;;;;;;
6;800;650;0.7;0.1;160;;;828,4045;;;;;;;;;;;;;;;;;
7;800;650;0.7;0.1;160;;;848,75726;;;;;;;;;;;;;;;;;
8;800;650;0.7;0.1;160;;;845,26575;;Best;Worst;Average;;;;;;;;;;;;;
9;800;650;0.7;0.1;160;;;840,76697;;825,5229;896,9522;843,180138;;;;;;;;;;;;;
0;800;700;0.7;0.1;160;;;841,64294;;;;;;;;;;;;;;;;;
1;800;700;0.7;0.1;160;;;901,3703;;;;;;;;;;;;;;;;;
2;800;700;0.7;0.1;160;;;877,77893;;;;;;;;;;;;;;;;;
3;800;700;0.7;0.1;160;;;862,7999;;;;;;;;;;;;;;;;;
4;800;700;0.7;0.1;160;;;852,6148;;;;;;;;;;;;;;;;;
5;800;700;0.7;0.1;160;;;844,71326;;;;;;;;;;;;;;;;;
6;800;700;0.7;0.1;160;;;830,7645;;;;;;;;;;;;;;;;;
7;800;700;0.7;0.1;160;;;856,2173;;;;;;;;;;;;;;;;;
8;800;700;0.7;0.1;160;;;833,11676;;Best;Worst;Average;;;;;;;;;;;;;
9;800;700;0.7;0.1;160;;;881,34216;;830,7645;901,3703;858,236085;;;;;;;;;;;;;
0;800;750;0.7;0.1;160;;;820,6963;;;;;;;;;;;;;;;;;
1;800;750;0.7;0.1;160;;;868,177;;;;;;;;;;;;;;;;;
2;800;750;0.7;0.1;160;;;847,42255;;;;;;;;;;;;;;;;;
3;800;750;0.7;0.1;160;;;953,1242;;;;;;;;;;;;;;;;;
4;800;750;0.7;0.1;160;;;836,013;;;;;;;;;;;;;;;;;
5;800;750;0.7;0.1;160;;;845,1548;;;;;;;;;;;;;;;;;
6;800;750;0.7;0.1;160;;;840,5691;;;;;;;;;;;;;;;;;
7;800;750;0.7;0.1;160;;;892,92456;;;;;;;;;;;;;;;;;
8;800;750;0.7;0.1;160;;;846,0721;;Best;Worst;Average;;;;;;;;;;;;;
9;800;750;0.7;0.1;160;;;814,4344;;814,4344;953,1242;856,458801;;;;;;;;;;;;;
0;800;800;0.7;0.1;160;;;836,52594;;;;;;;;;;;;;;;;;
1;800;800;0.7;0.1;160;;;877,16797;;;;;;;;;;;;;;;;;
2;800;800;0.7;0.1;160;;;912,25464;;;;;;;;;;;;;;;;;
3;800;800;0.7;0.1;160;;;875,1305;;;;;;;;;;;;;;;;;
4;800;800;0.7;0.1;160;;;850,2573;;;;;;;;;;;;;;;;;
5;800;800;0.7;0.1;160;;;836,68884;;;;;;;;;;;;;;;;;
6;800;800;0.7;0.1;160;;;881,6031;;;;;;;;;;;;;;;;;
7;800;800;0.7;0.1;160;;;842,9165;;;;;;;;;;;;;;;;;
8;800;800;0.7;0.1;160;;;877,11053;;Best;Worst;Average;;;;;;;;;;;;;
9;800;800;0.7;0.1;160;;;863,9179;;836,52594;912,25464;865,357322;;;;;;;;;;;;;
0;800;850;0.7;0.1;160;;;832,48987;;;;;;;;;;;;;;;;;
1;800;850;0.7;0.1;160;;;805,7012;;;;;;;;;;;;;;;;;
2;800;850;0.7;0.1;160;;;822,9911;;;;;;;;;;;;;;;;;
3;800;850;0.7;0.1;160;;;967,29834;;;;;;;;;;;;;;;;;
4;800;850;0.7;0.1;160;;;867,2702;;;;;;;;;;;;;;;;;
5;800;850;0.7;0.1;160;;;839,12354;;;;;;;;;;;;;;;;;
6;800;850;0.7;0.1;160;;;913,02264;;;;;;;;;;;;;;;;;
7;800;850;0.7;0.1;160;;;851,9431;;;;;;;;;;;;;;;;;
8;800;850;0.7;0.1;160;;;841,7259;;Best;Worst;Average;;;;;;;;;;;;;
9;800;850;0.7;0.1;160;;;865,48016;;805,7012;967,29834;860,704605;;;;;;;;;;;;;
0;800;900;0.7;0.1;160;;;857,0632;;;;;;;;;;;;;;;;;
1;800;900;0.7;0.1;160;;;876,9803;;;;;;;;;;;;;;;;;
2;800;900;0.7;0.1;160;;;820,4027;;;;;;;;;;;;;;;;;
3;800;900;0.7;0.1;160;;;842,72656;;;;;;;;;;;;;;;;;
4;800;900;0.7;0.1;160;;;824,26776;;;;;;;;;;;;;;;;;
5;800;900;0.7;0.1;160;;;843,1424;;;;;;;;;;;;;;;;;
6;800;900;0.7;0.1;160;;;846,79474;;;;;;;;;;;;;;;;;
7;800;900;0.7;0.1;160;;;804,0378;;;;;;;;;;;;;;;;;
8;800;900;0.7;0.1;160;;;876,58795;;Best;Worst;Average;;;;;;;;;;;;;
9;800;900;0.7;0.1;160;;;847,34076;;804,0378;876,9803;843,934417;;;;;;;;;;;;;
0;800;950;0.7;0.1;160;;;833,2029;;;;;;;;;;;;;;;;;
1;800;950;0.7;0.1;160;;;902,9704;;;;;;;;;;;;;;;;;
2;800;950;0.7;0.1;160;;;922,3474;;;;;;;;;;;;;;;;;
3;800;950;0.7;0.1;160;;;836,0613;;;;;;;;;;;;;;;;;
4;800;950;0.7;0.1;160;;;960,50433;;;;;;;;;;;;;;;;;
5;800;950;0.7;0.1;160;;;858,9465;;;;;;;;;;;;;;;;;
6;800;950;0.7;0.1;160;;;818,7769;;;;;;;;;;;;;;;;;
7;800;950;0.7;0.1;160;;;916,2229;;;;;;;;;;;;;;;;;
8;800;950;0.7;0.1;160;;;852,3244;;Best;Worst;Average;;;;;;;;;;;;;
9;800;950;0.7;0.1;160;;;839,1036;;818,7769;960,50433;874,046063;;;;;;;;;;;;;
0;800;1000;0.7;0.1;160;;;1003,3364;;;;;;;;;;;;;;;;;
1;800;1000;0.7;0.1;160;;;822,35925;;;;;;;;;;;;;;;;;
2;800;1000;0.7;0.1;160;;;875,43726;;;;;;;;;;;;;;;;;
3;800;1000;0.7;0.1;160;;;822,98334;;;;;;;;;;;;;;;;;
4;800;1000;0.7;0.1;160;;;837,7883;;;;;;;;;;;;;;;;;
5;800;1000;0.7;0.1;160;;;917,3412;;;;;;;;;;;;;;;;;
6;800;1000;0.7;0.1;160;;;897,29926;;;;;;;;;;;;;;;;;
7;800;1000;0.7;0.1;160;;;880,5635;;;;;;;;;;;;;;;;;
8;800;1000;0.7;0.1;160;;;852,6131;;Best;Worst;Average;;;;;;;;;;;;;
9;800;1000;0.7;0.1;160;;;816,5902;;816,5902;1003,3364;872,631181;;;;;;;;;;;;;
0;850;100;0.7;0.1;170;;;841,9616;;;;;;;;;;;;;;;;;
1;850;100;0.7;0.1;170;;;862,8674;;;;;;;;;;;;;;;;;
2;850;100;0.7;0.1;170;;;983,4032;;;;;;;;;;;;;;;;;
3;850;100;0.7;0.1;170;;;832,41376;;;;;;;;;;;;;;;;;
4;850;100;0.7;0.1;170;;;886,334;;;;;;;;;;;;;;;;;
5;850;100;0.7;0.1;170;;;867,3433;;;;;;;;;;;;;;;;;
6;850;100;0.7;0.1;170;;;834,14966;;;;;;;;;;;;;;;;;
7;850;100;0.7;0.1;170;;;885,8454;;;;;;;;;;;;;;;;;
8;850;100;0.7;0.1;170;;;857,85114;;Best;Worst;Average;;;;;;;;;;;;;
9;850;100;0.7;0.1;170;;;991,4529;;832,41376;991,4529;884,362236;;;;;;;;;;;;;
0;850;150;0.7;0.1;170;;;838,20245;;;;;;;;;;;;;;;;;
1;850;150;0.7;0.1;170;;;852,11633;;;;;;;;;;;;;;;;;
2;850;150;0.7;0.1;170;;;919,32;;;;;;;;;;;;;;;;;
3;850;150;0.7;0.1;170;;;897,6323;;;;;;;;;;;;;;;;;
4;850;150;0.7;0.1;170;;;797,87177;;;;;;;;;;;;;;;;;
5;850;150;0.7;0.1;170;;;859,7913;;;;;;;;;;;;;;;;;
6;850;150;0.7;0.1;170;;;832,7013;;;;;;;;;;;;;;;;;
7;850;150;0.7;0.1;170;;;889,08417;;;;;;;;;;;;;;;;;
8;850;150;0.7;0.1;170;;;868,63403;;Best;Worst;Average;;;;;;;;;;;;;
9;850;150;0.7;0.1;170;;;880,21265;;797,87177;919,32;863,55663;;;;;;;;;;;;;
0;850;200;0.7;0.1;170;;;857,2129;;;;;;;;;;;;;;;;;
1;850;200;0.7;0.1;170;;;826,3007;;;;;;;;;;;;;;;;;
2;850;200;0.7;0.1;170;;;867,83813;;;;;;;;;;;;;;;;;
3;850;200;0.7;0.1;170;;;819,0175;;;;;;;;;;;;;;;;;
4;850;200;0.7;0.1;170;;;917,6726;;;;;;;;;;;;;;;;;
5;850;200;0.7;0.1;170;;;838,6471;;;;;;;;;;;;;;;;;
6;850;200;0.7;0.1;170;;;907,57465;;;;;;;;;;;;;;;;;
7;850;200;0.7;0.1;170;;;861,5491;;;;;;;;;;;;;;;;;
8;850;200;0.7;0.1;170;;;856,94836;;Best;Worst;Average;;;;;;;;;;;;;
9;850;200;0.7;0.1;170;;;870,18695;;819,0175;917,6726;862,294799;;;;;;;;;;;;;
0;850;250;0.7;0.1;170;;;858,86993;;;;;;;;;;;;;;;;;
1;850;250;0.7;0.1;170;;;924,9413;;;;;;;;;;;;;;;;;
2;850;250;0.7;0.1;170;;;927,82214;;;;;;;;;;;;;;;;;
3;850;250;0.7;0.1;170;;;875,892;;;;;;;;;;;;;;;;;
4;850;250;0.7;0.1;170;;;842,1085;;;;;;;;;;;;;;;;;
5;850;250;0.7;0.1;170;;;886,4611;;;;;;;;;;;;;;;;;
6;850;250;0.7;0.1;170;;;842,22675;;;;;;;;;;;;;;;;;
7;850;250;0.7;0.1;170;;;871,3424;;;;;;;;;;;;;;;;;
8;850;250;0.7;0.1;170;;;823,01385;;Best;Worst;Average;;;;;;;;;;;;;
9;850;250;0.7;0.1;170;;;997,04425;;823,01385;997,04425;884,972222;;;;;;;;;;;;;
0;850;300;0.7;0.1;170;;;870,79004;;;;;;;;;;;;;;;;;
1;850;300;0.7;0.1;170;;;949,66284;;;;;;;;;;;;;;;;;
2;850;300;0.7;0.1;170;;;832,4881;;;;;;;;;;;;;;;;;
3;850;300;0.7;0.1;170;;;810,28766;;;;;;;;;;;;;;;;;
4;850;300;0.7;0.1;170;;;841,5249;;;;;;;;;;;;;;;;;
5;850;300;0.7;0.1;170;;;923,1647;;;;;;;;;;;;;;;;;
6;850;300;0.7;0.1;170;;;874,6884;;;;;;;;;;;;;;;;;
7;850;300;0.7;0.1;170;;;894,8941;;;;;;;;;;;;;;;;;
8;850;300;0.7;0.1;170;;;977,40173;;Best;Worst;Average;;;;;;;;;;;;;
9;850;300;0.7;0.1;170;;;906,05457;;810,28766;977,40173;888,095704;;;;;;;;;;;;;
0;850;350;0.7;0.1;170;;;846,15765;;;;;;;;;;;;;;;;;
1;850;350;0.7;0.1;170;;;849,197;;;;;;;;;;;;;;;;;
2;850;350;0.7;0.1;170;;;905,5818;;;;;;;;;;;;;;;;;
3;850;350;0.7;0.1;170;;;939,7151;;;;;;;;;;;;;;;;;
4;850;350;0.7;0.1;170;;;882,4996;;;;;;;;;;;;;;;;;
5;850;350;0.7;0.1;170;;;838,47174;;;;;;;;;;;;;;;;;
6;850;350;0.7;0.1;170;;;955,5676;;;;;;;;;;;;;;;;;
7;850;350;0.7;0.1;170;;;869,7393;;;;;;;;;;;;;;;;;
8;850;350;0.7;0.1;170;;;884,11005;;Best;Worst;Average;;;;;;;;;;;;;
9;850;350;0.7;0.1;170;;;896,91034;;838,47174;955,5676;886,795018;;;;;;;;;;;;;
0;850;400;0.7;0.1;170;;;834,47003;;;;;;;;;;;;;;;;;
1;850;400;0.7;0.1;170;;;929,80005;;;;;;;;;;;;;;;;;
2;850;400;0.7;0.1;170;;;821,0092;;;;;;;;;;;;;;;;;
3;850;400;0.7;0.1;170;;;870,7874;;;;;;;;;;;;;;;;;
4;850;400;0.7;0.1;170;;;971,4515;;;;;;;;;;;;;;;;;
5;850;400;0.7;0.1;170;;;843,10364;;;;;;;;;;;;;;;;;
6;850;400;0.7;0.1;170;;;811,1895;;;;;;;;;;;;;;;;;
7;850;400;0.7;0.1;170;;;889,8377;;;;;;;;;;;;;;;;;
8;850;400;0.7;0.1;170;;;935,62067;;Best;Worst;Average;;;;;;;;;;;;;
9;850;400;0.7;0.1;170;;;911,941;;811,1895;971,4515;881,921069;;;;;;;;;;;;;
0;850;450;0.7;0.1;170;;;892,60223;;;;;;;;;;;;;;;;;
1;850;450;0.7;0.1;170;;;836,32684;;;;;;;;;;;;;;;;;
2;850;450;0.7;0.1;170;;;957,9468;;;;;;;;;;;;;;;;;
3;850;450;0.7;0.1;170;;;891,802;;;;;;;;;;;;;;;;;
4;850;450;0.7;0.1;170;;;817,03845;;;;;;;;;;;;;;;;;
5;850;450;0.7;0.1;170;;;832,73267;;;;;;;;;;;;;;;;;
6;850;450;0.7;0.1;170;;;835,78577;;;;;;;;;;;;;;;;;
7;850;450;0.7;0.1;170;;;856,9888;;;;;;;;;;;;;;;;;
8;850;450;0.7;0.1;170;;;828,816;;Best;Worst;Average;;;;;;;;;;;;;
9;850;450;0.7;0.1;170;;;861,4285;;817,03845;957,9468;861,146806;;;;;;;;;;;;;
0;850;500;0.7;0.1;170;;;899,6379;;;;;;;;;;;;;;;;;
1;850;500;0.7;0.1;170;;;865,6758;;;;;;;;;;;;;;;;;
2;850;500;0.7;0.1;170;;;797,87177;;;;;;;;;;;;;;;;;
3;850;500;0.7;0.1;170;;;879,12195;;;;;;;;;;;;;;;;;
4;850;500;0.7;0.1;170;;;853,7608;;;;;;;;;;;;;;;;;
