;pop_size;gen;px;pm;tour;;;;;;;;;pop_size;gen;;;;;;;;Best;Worst;Average
1;300;700;0.7;0.1;60;;;851,3398;;;;;;;;;;;;;;;;;
2;300;700;0.7;0.1;60;;;987,9674;;;;;;;;;;;;;;;;;
3;300;700;0.7;0.1;60;;;871,98517;;;;;;;;;;;;;;;;;
4;300;700;0.7;0.1;60;;;870,442;;;;;;;;;;;;;;;;;
5;300;700;0.7;0.1;60;;;917,922;;;;;;;;;;;;;;;;;
6;300;700;0.7;0.1;60;;;912,26764;;;;;;;;;;;;;;;;;
7;300;700;0.7;0.1;60;;;894,5033;;;;;;;;;;;;;;;;;
8;300;700;0.7;0.1;60;;;852,52783;;Best;Worst;Average;;;;;;;;;;;;;
9;300;700;0.7;0.1;60;;;901,07605;;851,3398;987,9674;900,637152;;;;;;;;;;;;;
0;300;750;0.7;0.1;60;;;860,15784;;;;;;;;;;;;;;;;;
1;300;750;0.7;0.1;60;;;834,7495;;;;;;;;;;;;;;;;;
2;300;750;0.7;0.1;60;;;830,9457;;;;;;;;;;;;;;;;;
3;300;750;0.7;0.1;60;;;925,3084;;;;;;;;;;;;;;;;;
4;300;750;0.7;0.1;60;;;854,4255;;;;;;;;;;;;;;;;;
5;300;750;0.7;0.1;60;;;863,3945;;;;;;;;;;;;;;;;;
6;300;750;0.7;0.1;60;;;916,70355;;;;;;;;;;;;;;;;;
7;300;750;0.7;0.1;60;;;835,9031;;;;;;;;;;;;;;;;;
8;300;750;0.7;0.1;60;;;838,6471;;Best;Worst;Average;;;;;;;;;;;;;
9;300;750;0.7;0.1;60;;;843,122;;830,9457;925,3084;860,335719;;;;;;;;;;;;;
0;300;800;0.7;0.1;60;;;961,68677;;;;;;;;;;;;;;;;;
1;300;800;0.7;0.1;60;;;911,06354;;;;;;;;;;;;;;;;;
2;300;800;0.7;0.1;60;;;911,4869;;;;;;;;;;;;;;;;;
3;300;800;0.7;0.1;60;;;993,4562;;;;;;;;;;;;;;;;;
4;300;800;0.7;0.1;60;;;864,414;;;;;;;;;;;;;;;;;
5;300;800;0.7;0.1;60;;;820,5758;;;;;;;;;;;;;;;;;
6;300;800;0.7;0.1;60;;;1000,4225;;;;;;;;;;;;;;;;;
7;300;800;0.7;0.1;60;;;885,87775;;;;;;;;;;;;;;;;;
8;300;800;0.7;0.1;60;;;875,4912;;Best;Worst;Average;;;;;;;;;;;;;
9;300;800;0.7;0.1;60;;;921,17255;;820,5758;1000,4225;914,564721;;;;;;;;;;;;;
0;300;850;0.7;0.1;60;;;978,0102;;;;;;;;;;;;;;;;;
1;300;850;0.7;0.1;60;;;963,12915;;;;;;;;;;;;;;;;;
2;300;850;0.7;0.1;60;;;876,41705;;;;;;;;;;;;;;;;;
3;300;850;0.7;0.1;60;;;812,7828;;;;;;;;;;;;;;;;;
4;300;850;0.7;0.1;60;;;826,3874;;;;;;;;;;;;;;;;;
5;300;850;0.7;0.1;60;;;886,4368;;;;;;;;;;;;;;;;;
6;300;850;0.7;0.1;60;;;830,7646;;;;;;;;;;;;;;;;;
7;300;850;0.7;0.1;60;;;838,7401;;;;;;;;;;;;;;;;;
8;300;850;0.7;0.1;60;;;881,65045;;Best;Worst;Average;;;;;;;;;;;;;
9;300;850;0.7;0.1;60;;;942,4083;;812,7828;978,0102;883,672685;;;;;;;;;;;;;
0;300;900;0.7;0.1;60;;;860,38495;;;;;;;;;;;;;;;;;
1;300;900;0.7;0.1;60;;;835,89166;;;;;;;;;;;;;;;;;
2;300;900;0.7;0.1;60;;;937,3686;;;;;;;;;;;;;;;;;
3;300;900;0.7;0.1;60;;;917,3705;;;;;;;;;;;;;;;;;
4;300;900;0.7;0.1;60;;;870,987;;;;;;;;;;;;;;;;;
5;300;900;0.7;0.1;60;;;837,2938;;;;;;;;;;;;;;;;;
6;300;900;0.7;0.1;60;;;941,0245;;;;;;;;;;;;;;;;;
7;300;900;0.7;0.1;60;;;823,34894;;;;;;;;;;;;;;;;;
8;300;900;0.7;0.1;60;;;875,61975;;Best;Worst;Average;;;;;;;;;;;;;
9;300;900;0.7;0.1;60;;;954,4917;;823,34894;954,4917;885,37814;;;;;;;;;;;;;
0;300;950;0.7;0.1;60;;;882,1722;;;;;;;;;;;;;;;;;
1;300;950;0.7;0.1;60;;;837,7503;;;;;;;;;;;;;;;;;
2;300;950;0.7;0.1;60;;;928,39667;;;;;;;;;;;;;;;;;
3;300;950;0.7;0.1;60;;;819,06744;;;;;;;;;;;;;;;;;
4;300;950;0.7;0.1;60;;;797,87177;;;;;;;;;;;;;;;;;
5;300;950;0.7;0.1;60;;;895,03564;;;;;;;;;;;;;;;;;
6;300;950;0.7;0.1;60;;;862,268;;;;;;;;;;;;;;;;;
7;300;950;0.7;0.1;60;;;848,4584;;;;;;;;;;;;;;;;;
8;300;950;0.7;0.1;60;;;968,7892;;Best;Worst;Average;;;;;;;;;;;;;
9;300;950;0.7;0.1;60;;;871,4621;;797,87177;968,7892;871,127172;;;;;;;;;;;;;
0;300;1000;0.7;0.1;60;;;1020,7516;;;;;;;;;;;;;;;;;
1;300;1000;0.7;0.1;60;;;887,65643;;;;;;;;;;;;;;;;;
2;300;1000;0.7;0.1;60;;;881,66516;;;;;;;;;;;;;;;;;
3;300;1000;0.7;0.1;60;;;869,5902;;;;;;;;;;;;;;;;;
4;300;1000;0.7;0.1;60;;;987,2957;;;;;;;;;;;;;;;;;
5;300;1000;0.7;0.1;60;;;832,5237;;;;;;;;;;;;;;;;;
6;300;1000;0.7;0.1;60;;;877,5631;;;;;;;;;;;;;;;;;
7;300;1000;0.7;0.1;60;;;856,0621;;;;;;;;;;;;;;;;;
8;300;1000;0.7;0.1;60;;;839,84357;;Best;Worst;Average;;;;;;;;;;;;;
9;300;1000;0.7;0.1;60;;;1023,52625;;832,5237;1023,52625;907,647781;;;;;;;;;;;;;
0;350;100;0.7;0.1;70;;;1011,448;;;;;;;;;;;;;;;;;
1;350;100;0.7;0.1;70;;;955,77484;;;;;;;;;;;;;;;;;
2;350;100;0.7;0.1;70;;;824,98065;;;;;;;;;;;;;;;;;
3;350;100;0.7;0.1;70;;;853,634;;;;;;;;;;;;;;;;;
4;350;100;0.7;0.1;70;;;875,62885;;;;;;;;;;;;;;;;;
5;350;100;0.7;0.1;70;;;862,85596;;;;;;;;;;;;;;;;;
6;350;100;0.7;0.1;70;;;895,8101;;;;;;;;;;;;;;;;;
7;350;100;0.7;0.1;70;;;889,01135;;;;;;;;;;;;;;;;;
8;350;100;0.7;0.1;70;;;966,489;;Best;Worst;Average;;;;;;;;;;;;;
9;350;100;0.7;0.1;70;;;861,7625;;824,98065;1011,448;899,739525;;;;;;;;;;;;;
0;350;150;0.7;0.1;70;;;858,6291;;;;;;;;;;;;;;;;;
1;350;150;0.7;0.1;70;;;845,778;;;;;;;;;;;;;;;;;
2;350;150;0.7;0.1;70;;;803,39355;;;;;;;;;;;;;;;;;
3;350;150;0.7;0.1;70;;;836,1788;;;;;;;;;;;;;;;;;
4;350;150;0.7;0.1;70;;;828,32404;;;;;;;;;;;;;;;;;
5;350;150;0.7;0.1;70;;;924,3336;;;;;;;;;;;;;;;;;
6;350;150;0.7;0.1;70;;;854,38824;;;;;;;;;;;;;;;;;
7;350;150;0.7;0.1;70;;;886,5012;;;;;;;;;;;;;;;;;
8;350;150;0.7;0.1;70;;;992,2515;;Best;Worst;Average;;;;;;;;;;;;;
9;350;150;0.7;0.1;70;;;952,9978;;803,39355;992,2515;878,277583;;;;;;;;;;;;;
0;350;200;0.7;0.1;70;;;947,0884;;;;;;;;;;;;;;;;;
1;350;200;0.7;0.1;70;;;876,8415;;;;;;;;;;;;;;;;;
2;350;200;0.7;0.1;70;;;859,90906;;;;;;;;;;;;;;;;;
3;350;200;0.7;0.1;70;;;845,8634;;;;;;;;;;;;;;;;;
4;350;200;0.7;0.1;70;;;911,6393;;;;;;;;;;;;;;;;;
5;350;200;0.7;0.1;70;;;925,536;;;;;;;;;;;;;;;;;
6;350;200;0.7;0.1;70;;;838,47345;;;;;;;;;;;;;;;;;
7;350;200;0.7;0.1;70;;;948,8753;;;;;;;;;;;;;;;;;
8;350;200;0.7;0.1;70;;;844,47784;;Best;Worst;Average;;;;;;;;;;;;;
9;350;200;0.7;0.1;70;;;908,18384;;838,47345;948,8753;890,688809;;;;;;;;;;;;;
0;350;250;0.7;0.1;70;;;816,64874;;;;;;;;;;;;;;;;;
1;350;250;0.7;0.1;70;;;930,69745;;;;;;;;;;;;;;;;;
2;350;250;0.7;0.1;70;;;893,2793;;;;;;;;;;;;;;;;;
3;350;250;0.7;0.1;70;;;909,68787;;;;;;;;;;;;;;;;;
4;350;250;0.7;0.1;70;;;862,592;;;;;;;;;;;;;;;;;
5;350;250;0.7;0.1;70;;;965,26575;;;;;;;;;;;;;;;;;
6;350;250;0.7;0.1;70;;;884,76025;;;;;;;;;;;;;;;;;
7;350;250;0.7;0.1;70;;;847,1389;;;;;;;;;;;;;;;;;
8;350;250;0.7;0.1;70;;;831,3951;;Best;Worst;Average;;;;;;;;;;;;;
9;350;250;0.7;0.1;70;;;837,5515;;816,64874;965,26575;877,901686;;;;;;;;;;;;;
0;350;300;0.7;0.1;70;;;833,4444;;;;;;;;;;;;;;;;;
1;350;300;0.7;0.1;70;;;852,3572;;;;;;;;;;;;;;;;;
2;350;300;0.7;0.1;70;;;941,33527;;;;;;;;;;;;;;;;;
3;350;300;0.7;0.1;70;;;913,8504;;;;;;;;;;;;;;;;;
4;350;300;0.7;0.1;70;;;864,31036;;;;;;;;;;;;;;;;;
5;350;300;0.7;0.1;70;;;823,0817;;;;;;;;;;;;;;;;;
6;350;300;0.7;0.1;70;;;851,22736;;;;;;;;;;;;;;;;;
7;350;300;0.7;0.1;70;;;864,4095;;;;;;;;;;;;;;;;;
8;350;300;0.7;0.1;70;;;847,4902;;Best;Worst;Average;;;;;;;;;;;;;
9;350;300;0.7;0.1;70;;;873,293;;823,0817;941,33527;866,479939;;;;;;;;;;;;;
0;350;350;0.7;0.1;70;;;902,6617;;;;;;;;;;;;;;;;;
1;350;350;0.7;0.1;70;;;873,5092;;;;;;;;;;;;;;;;;
2;350;350;0.7;0.1;70;;;974,2905;;;;;;;;;;;;;;;;;
3;350;350;0.7;0.1;70;;;872,126;;;;;;;;;;;;;;;;;
4;350;350;0.7;0.1;70;;;865,64935;;;;;;;;;;;;;;;;;
5;350;350;0.7;0.1;70;;;841,9336;;;;;;;;;;;;;;;;;
6;350;350;0.7;0.1;70;;;856,22705;;;;;;;;;;;;;;;;;
7;350;350;0.7;0.1;70;;;936,91693;;;;;;;;;;;;;;;;;
8;350;350;0.7;0.1;70;;;830,1586;;Best;Worst;Average;;;;;;;;;;;;;
9;350;350;0.7;0.1;70;;;822,4798;;822,4798;974,2905;877,595273;;;;;;;;;;;;;
0;350;400;0.7;0.1;70;;;887,5376;;;;;;;;;;;;;;;;;
1;350;400;0.7;0.1;70;;;829,80774;;;;;;;;;;;;;;;;;
2;350;400;0.7;0.1;70;;;859,43634;;;;;;;;;;;;;;;;;
3;350;400;0.7;0.1;70;;;946,0541;;;;;;;;;;;;;;;;;
4;350;400;0.7;0.1;70;;;982,3415;;;;;;;;;;;;;;;;;
5;350;400;0.7;0.1;70;;;1080,7844;;;;;;;;;;;;;;;;;
6;350;400;0.7;0.1;70;;;882,94434;;;;;;;;;;;;;;;;;
7;350;400;0.7;0.1;70;;;874,83026;;;;;;;;;;;;;;;;;
8;350;400;0.7;0.1;70;;;837,7503;;Best;Worst;Average;;;;;;;;;;;;;
9;350;400;0.7;0.1;70;;;874,4675;;829,80774;1080,7844;905,595408;;;;;;;;;;;;;
0;350;450;0.7;0.1;70;;;828,35034;;;;;;;;;;;;;;;;;
1;350;450;0.7;0.1;70;;;820,7445;;;;;;;;;;;;;;;;;
2;350;450;0.7;0.1;70;;;1019,9186;;;;;;;;;;;;;;;;;
3;350;450;0.7;0.1;70;;;888,61456;;;;;;;;;;;;;;;;;
4;350;450;0.7;0.1;70;;;908,0687;;;;;;;;;;;;;;;;;
5;350;450;0.7;0.1;70;;;878,4037;;;;;;;;;;;;;;;;;
6;350;450;0.7;0.1;70;;;983,3983;;;;;;;;;;;;;;;;;
7;350;450;0.7;0.1;70;;;856,89075;;;;;;;;;;;;;;;;;
8;350;450;0.7;0.1;70;;;879,7017;;Best;Worst;Average;;;;;;;;;;;;;
9;350;450;0.7;0.1;70;;;944,17346;;820,7445;1019,9186;900,826461;;;;;;;;;;;;;
0;350;500;0.7;0.1;70;;;877,6424;;;;;;;;;;;;;;;;;
1;350;500;0.7;0.1;70;;;973,0175;;;;;;;;;;;;;;;;;
2;350;500;0.7;0.1;70;;;910,9298;;;;;;;;;;;;;;;;;
3;350;500;0.7;0.1;70;;;904,1336;;;;;;;;;;;;;;;;;
4;350;500;0.7;0.1;70;;;881,38904;;;;;;;;;;;;;;;;;
5;350;500;0.7;0.1;70;;;914,50134;;;;;;;;;;;;;;;;;
6;350;500;0.7;0.1;70;;;847,5114;;;;;;;;;;;;;;;;;
7;350;500;0.7;0.1;70;;;890,3673;;;;;;;;;;;;;;;;;
8;350;500;0.7;0.1;70;;;868,6758;;Best;Worst;Average;;;;;;;;;;;;;
9;350;500;0.7;0.1;70;;;874,3009;;847,5114;973,0175;894,246908;;;;;;;;;;;;;
0;350;550;0.7;0.1;70;;;846,76953;;;;;;;;;;;;;;;;;
1;350;550;0.7;0.1;70;;;815,552;;;;;;;;;;;;;;;;;
2;350;550;0.7;0.1;70;;;861,8876;;;;;;;;;;;;;;;;;
3;350;550;0.7;0.1;70;;;818,92316;;;;;;;;;;;;;;;;;
4;350;550;0.7;0.1;70;;;875,0044;;;;;;;;;;;;;;;;;
5;350;550;0.7;0.1;70;;;922,70593;;;;;;;;;;;;;;;;;
6;350;550;0.7;0.1;70;;;968,1345;;;;;;;;;;;;;;;;;
7;350;550;0.7;0.1;70;;;925,08093;;;;;;;;;;;;;;;;;
8;350;550;0.7;0.1;70;;;839,0646;;Best;Worst;Average;;;;;;;;;;;;;
9;350;550;0.7;0.1;70;;;934,26025;;815,552;968,1345;880,73829;;;;;;;;;;;;;
0;350;600;0.7;0.1;70;;;797,87177;;;;;;;;;;;;;;;;;
1;350;600;0.7;0.1;70;;;874,828;;;;;;;;;;;;;;;;;
2;350;600;0.7;0.1;70;;;875,0923;;;;;;;;;;;;;;;;;
3;350;600;0.7;0.1;70;;;854,42755;;;;;;;;;;;;;;;;;
4;350;600;0.7;0.1;70;;;882,22565;;;;;;;;;;;;;;;;;
5;350;600;0.7;0.1;70;;;907,1672;;;;;;;;;;;;;;;;;
6;350;600;0.7;0.1;70;;;902,41437;;;;;;;;;;;;;;;;;
7;350;600;0.7;0.1;70;;;834,7492;;;;;;;;;;;;;;;;;
8;350;600;0.7;0.1;70;;;856,4302;;Best;Worst;Average;;;;;;;;;;;;;
9;350;600;0.7;0.1;70;;;945,33624;;797,87177;945,33624;873,054248;;;;;;;;;;;;;
0;350;650;0.7;0.1;70;;;929,4803;;;;;;;;;;;;;;;;;
1;350;650;0.7;0.1;70;;;1014,19226;;;;;;;;;;;;;;;;;
2;350;650;0.7;0.1;70;;;877,14136;;;;;;;;;;;;;;;;;
3;350;650;0.7;0.1;70;;;915,7021;;;;;;;;;;;;;;;;;
4;350;650;0.7;0.1;70;;;823,1403;;;;;;;;;;;;;;;;;
5;350;650;0.7;0.1;70;;;891,08575;;;;;;;;;;;;;;;;;
6;350;650;0.7;0.1;70;;;899,28394;;;;;;;;;;;;;;;;;
7;350;650;0.7;0.1;70;;;869,3458;;;;;;;;;;;;;;;;;
8;350;650;0.7;0.1;70;;;873,3937;;Best;Worst;Average;;;;;;;;;;;;;
9;350;650;0.7;0.1;70;;;980,531;;823,1403;1014,19226;907,329651;;;;;;;;;;;;;
0;350;700;0.7;0.1;70;;;844,00287;;;;;;;;;;;;;;;;;
1;350;700;0.7;0.1;70;;;843,78564;;;;;;;;;;;;;;;;;
2;350;700;0.7;0.1;70;;;804,06476;;;;;;;;;;;;;;;;;
3;350;700;0.7;0.1;70;;;848,1612;;;;;;;;;;;;;;;;;
4;350;700;0.7;0.1;70;;;1016,1267;;;;;;;;;;;;;;;;;
5;350;700;0.7;0.1;70;;;832,9459;;;;;;;;;;;;;;;;;
6;350;700;0.7;0.1;70;;;852,7832;;;;;;;;;;;;;;;;;
7;350;700;0.7;0.1;70;;;904,1258;;;;;;;;;;;;;;;;;
8;350;700;0.7;0.1;70;;;816,7725;;Best;Worst;Average;;;;;;;;;;;;;
9;350;700;0.7;0.1;70;;;926,0793;;804,06476;1016,1267;868,884787;;;;;;;;;;;;;
0;350;750;0.7;0.1;70;;;857,04236;;;;;;;;;;;;;;;;;
1;350;750;0.7;0.1;70;;;860,50433;;;;;;;;;;;;;;;;;
2;350;750;0.7;0.1;70;;;931,32935;;;;;;;;;;;;;;;;;
3;350;750;0.7;0.1;70;;;836,8242;;;;;;;;;;;;;;;;;
4;350;750;0.7;0.1;70;;;923,14374;;;;;;;;;;;;;;;;;
5;350;750;0.7;0.1;70;;;885,3519;;;;;;;;;;;;;;;;;
6;350;750;0.7;0.1;70;;;856,78906;;;;;;;;;;;;;;;;;
7;350;750;0.7;0.1;70;;;920,8022;;;;;;;;;;;;;;;;;
8;350;750;0.7;0.1;70;;;886,58264;;Best;Worst;Average;;;;;;;;;;;;;
9;350;750;0.7;0.1;70;;;839,053;;836,8242;931,32935;879,742278;;;;;;;;;;;;;
0;350;800;0.7;0.1;70;;;862,7405;;;;;;;;;;;;;;;;;
1;350;800;0.7;0.1;70;;;858,9172;;;;;;;;;;;;;;;;;
2;350;800;0.7;0.1;70;;;881,42664;;;;;;;;;;;;;;;;;
3;350;800;0.7;0.1;70;;;929,51025;;;;;;;;;;;;;;;;;
4;350;800;0.7;0.1;70;;;819,57916;;;;;;;;;;;;;;;;;
5;350;800;0.7;0.1;70;;;861,0986;;;;;;;;;;;;;;;;;
6;350;800;0.7;0.1;70;;;886,72614;;;;;;;;;;;;;;;;;
7;350;800;0.7;0.1;70;;;840,0026;;;;;;;;;;;;;;;;;
8;350;800;0.7;0.1;70;;;925,34247;;Best;Worst;Average;;;;;;;;;;;;;
9;350;800;0.7;0.1;70;;;913,43195;;819,57916;929,51025;877,877551;;;;;;;;;;;;;
0;350;850;0.7;0.1;70;;;855,03864;;;;;;;;;;;;;;;;;
1;350;850;0.7;0.1;70;;;906,93494;;;;;;;;;;;;;;;;;
2;350;850;0.7;0.1;70;;;912,9294;;;;;;;;;;;;;;;;;
3;350;850;0.7;0.1;70;;;878,3017;;;;;;;;;;;;;;;;;
4;350;850;0.7;0.1;70;;;902,3636;;;;;;;;;;;;;;;;;
5;350;850;0.7;0.1;70;;;906,5131;;;;;;;;;;;;;;;;;
6;350;850;0.7;0.1;70;;;812,7828;;;;;;;;;;;;;;;;;
7;350;850;0.7;0.1;70;;;867,02637;;;;;;;;;;;;;;;;;
8;350;850;0.7;0.1;70;;;897,43243;;Best;Worst;Average;;;;;;;;;;;;;
9;350;850;0.7;0.1;70;;;832,9737;;812,7828;912,9294;877,229668;;;;;;;;;;;;;
0;350;900;0.7;0.1;70;;;959,63293;;;;;;;;;;;;;;;;;
1;350;900;0.7;0.1;70;;;838,6471;;;;;;;;;;;;;;;;;
2;350;900;0.7;0.1;70;;;894,07556;;;;;;;;;;;;;;;;;
3;350;900;0.7;0.1;70;;;864,7685;;;;;;;;;;;;;;;;;
4;350;900;0.7;0.1;70;;;880,6918;;;;;;;;;;;;;;;;;
5;350;900;0.7;0.1;70;;;837,55536;;;;;;;;;;;;;;;;;
6;350;900;0.7;0.1;70;;;911,8719;;;;;;;;;;;;;;;;;
7;350;900;0.7;0.1;70;;;869,6222;;;;;;;;;;;;;;;;;
8;350;900;0.7;0.1;70;;;886,41693;;Best;Worst;Average;;;;;;;;;;;;;
9;350;900;0.7;0.1;70;;;858,2268;;837,55536;959,63293;880,150908;;;;;;;;;;;;;
0;350;950;0.7;0.1;70;;;815,14545;;;;;;;;;;;;;;;;;
1;350;950;0.7;0.1;70;;;874,90967;;;;;;;;;;;;;;;;;
2;350;950;0.7;0.1;70;;;865,998;;;;;;;;;;;;;;;;;
3;350;950;0.7;0.1;70;;;992,2809;;;;;;;;;;;;;;;;;
4;350;950;0.7;0.1;70;;;843,4337;;;;;;;;;;;;;;;;;
5;350;950;0.7;0.1;70;;;898,3292;;;;;;;;;;;;;;;;;
6;350;950;0.7;0.1;70;;;886,50745;;;;;;;;;;;;;;;;;
7;350;950;0.7;0.1;70;;;856,2173;;;;;;;;;;;;;;;;;
8;350;950;0.7;0.1;70;;;886,57684;;Best;Worst;Average;;;;;;;;;;;;;
9;350;950;0.7;0.1;70;;;937,2075;;815,14545;992,2809;885,660601;;;;;;;;;;;;;
0;350;1000;0.7;0.1;70;;;882,639;;;;;;;;;;;;;;;;;
1;350;1000;0.7;0.1;70;;;875,2963;;;;;;;;;;;;;;;;;
2;350;1000;0.7;0.1;70;;;835,0131;;;;;;;;;;;;;;;;;
3;350;1000;0.7;0.1;70;;;894,3279;;;;;;;;;;;;;;;;;
4;350;1000;0.7;0.1;70;;;838,3988;;;;;;;;;;;;;;;;;
5;350;1000;0.7;0.1;70;;;869,1065;;;;;;;;;;;;;;;;;
6;350;1000;0.7;0.1;70;;;840,4306;;;;;;;;;;;;;;;;;
7;350;1000;0.7;0.1;70;;;893,22455;;;;;;;;;;;;;;;;;
8;350;1000;0.7;0.1;70;;;938,7835;;Best;Worst;Average;;;;;;;;;;;;;
9;350;1000;0.7;0.1;70;;;978,31915;;835,0131;978,31915;884,55394;;;;;;;;;;;;;
0;400;100;0.7;0.1;80;;;1046,6929;;;;;;;;;;;;;;;;;
1;400;100;0.7;0.1;80;;;888,2346;;;;;;;;;;;;;;;;;
2;400;100;0.7;0.1;80;;;979,9991;;;;;;;;;;;;;;;;;
3;400;100;0.7;0.1;80;;;934,63324;;;;;;;;;;;;;;;;;
4;400;100;0.7;0.1;80;;;916,33246;;;;;;;;;;;;;;;;;
5;400;100;0.7;0.1;80;;;839,053;;;;;;;;;;;;;;;;;
6;400;100;0.7;0.1;80;;;871,0525;;;;;;;;;;;;;;;;;
7;400;100;0.7;0.1;80;;;979,22614;;;;;;;;;;;;;;;;;
8;400;100;0.7;0.1;80;;;895,21796;;Best;Worst;Average;;;;;;;;;;;;;
9;400;100;0.7;0.1;80;;;896,57446;;839,053;1046,6929;924,701636;;;;;;;;;;;;;
0;400;150;0.7;0.1;80;;;993,6311;;;;;;;;;;;;;;;;;
1;400;150;0.7;0.1;80;;;802,1264;;;;;;;;;;;;;;;;;
2;400;150;0.7;0.1;80;;;883,2741;;;;;;;;;;;;;;;;;
3;400;150;0.7;0.1;80;;;970,6652;;;;;;;;;;;;;;;;;
4;400;150;0.7;0.1;80;;;875,3518;;;;;;;;;;;;;;;;;
5;400;150;0.7;0.1;80;;;865,5822;;;;;;;;;;;;;;;;;
6;400;150;0.7;0.1;80;;;897,47974;;;;;;;;;;;;;;;;;
7;400;150;0.7;0.1;80;;;886,49054;;;;;;;;;;;;;;;;;
8;400;150;0.7;0.1;80;;;869,63464;;Best;Worst;Average;;;;;;;;;;;;;
9;400;150;0.7;0.1;80;;;817,6225;;802,1264;993,6311;886,185822;;;;;;;;;;;;;
0;400;200;0.7;0.1;80;;;990,6024;;;;;;;;;;;;;;;;;
1;400;200;0.7;0.1;80;;;861,2535;;;;;;;;;;;;;;;;;
2;400;200;0.7;0.1;80;;;883,5057;;;;;;;;;;;;;;;;;
3;400;200;0.7;0.1;80;;;858,8784;;;;;;;;;;;;;;;;;
4;400;200;0.7;0.1;80;;;902,35675;;;;;;;;;;;;;;;;;
5;400;200;0.7;0.1;80;;;947,6473;;;;;;;;;;;;;;;;;
6;400;200;0.7;0.1;80;;;929,9429;;;;;;;;;;;;;;;;;
7;400;200;0.7;0.1;80;;;884,15735;;;;;;;;;;;;;;;;;
8;400;200;0.7;0.1;80;;;879,7799;;Best;Worst;Average;;;;;;;;;;;;;
9;400;200;0.7;0.1;80;;;880,1303;;858,8784;990,6024;901,82545;;;;;;;;;;;;;
0;400;250;0.7;0.1;80;;;894,7397;;;;;;;;;;;;;;;;;
1;400;250;0.7;0.1;80;;;907,4489;;;;;;;;;;;;;;;;;
2;400;250;0.7;0.1;80;;;893,2255;;;;;;;;;;;;;;;;;
3;400;250;0.7;0.1;80;;;879,5433;;;;;;;;;;;;;;;;;
4;400;250;0.7;0.1;80;;;879,34094;;;;;;;;;;;;;;;;;
5;400;250;0.7;0.1;80;;;922,5816;;;;;;;;;;;;;;;;;
6;400;250;0.7;0.1;80;;;1088,1958;;;;;;;;;;;;;;;;;
7;400;250;0.7;0.1;80;;;867,32214;;;;;;;;;;;;;;;;;
8;400;250;0.7;0.1;80;;;827,2095;;Best;Worst;Average;;;;;;;;;;;;;
9;400;250;0.7;0.1;80;;;985,84644;;827,2095;1088,1958;914,545382;;;;;;;;;;;;;
0;400;300;0.7;0.1;80;;;838,47345;;;;;;;;;;;;;;;;;
1;400;300;0.7;0.1;80;;;850,685;;;;;;;;;;;;;;;;;
2;400;300;0.7;0.1;80;;;877,09674;;;;;;;;;;;;;;;;;
3;400;300;0.7;0.1;80;;;866,9031;;;;;;;;;;;;;;;;;
4;400;300;0.7;0.1;80;;;860,0752;;;;;;;;;;;;;;;;;
5;400;300;0.7;0.1;80;;;960,9305;;;;;;;;;;;;;;;;;
6;400;300;0.7;0.1;80;;;852,0409;;;;;;;;;;;;;;;;;
7;400;300;0.7;0.1;80;;;910,76483;;;;;;;;;;;;;;;;;
8;400;300;0.7;0.1;80;;;934,1391;;Best;Worst;Average;;;;;;;;;;;;;
9;400;300;0.7;0.1;80;;;850,0856;;838,47345;960,9305;880,119442;;;;;;;;;;;;;
0;400;350;0.7;0.1;80;;;914,50977;;;;;;;;;;;;;;;;;
1;400;350;0.7;0.1;80;;;874,9952;;;;;;;;;;;;;;;;;
2;400;350;0.7;0.1;80;;;881,6106;;;;;;;;;;;;;;;;;
3;400;350;0.7;0.1;80;;;926,53925;;;;;;;;;;;;;;;;;
4;400;350;0.7;0.1;80;;;852,6404;;;;;;;;;;;;;;;;;
5;400;350;0.7;0.1;80;;;879,1277;;;;;;;;;;;;;;;;;
6;400;350;0.7;0.1;80;;;846,3151;;;;;;;;;;;;;;;;;
7;400;350;0.7;0.1;80;;;897,4822;;;;;;;;;;;;;;;;;
8;400;350;0.7;0.1;80;;;840,5804;;Best;Worst;Average;;;;;;;;;;;;;
9;400;350;0.7;0.1;80;;;831,82825;;831,82825;926,53925;874,562887;;;;;;;;;;;;;
0;400;400;0.7;0.1;80;;;816,5902;;;;;;;;;;;;;;;;;
1;400;400;0.7;0.1;80;;;862,8736;;;;;;;;;;;;;;;;;
2;400;400;0.7;0.1;80;;;819,4;;;;;;;;;;;;;;;;;
3;400;400;0.7;0.1;80;;;822,9429;;;;;;;;;;;;;;;;;
4;400;400;0.7;0.1;80;;;904,1421;;;;;;;;;;;;;;;;;
5;400;400;0.7;0.1;80;;;948,9067;;;;;;;;;;;;;;;;;
6;400;400;0.7;0.1;80;;;988,6786;;;;;;;;;;;;;;;;;
7;400;400;0.7;0.1;80;;;810,69403;;;;;;;;;;;;;;;;;
8;400;400;0.7;0.1;80;;;919,8046;;Best;Worst;Average;;;;;;;;;;;;;
9;400;400;0.7;0.1;80;;;844,08344;;810,69403;988,6786;873,811617;;;;;;;;;;;;;
0;400;450;0.7;0.1;80;;;866,9666;;;;;;;;;;;;;;;;;
1;400;450;0.7;0.1;80;;;931,57806;;;;;;;;;;;;;;;;;
2;400;450;0.7;0.1;80;;;939,0941;;;;;;;;;;;;;;;;;
